GridSize,ReturnMean,NumTrainableParams,ReturnMin,MountainCar_std1_higher,IWMax,IWLastEpisode,Delta,MountainCar_mu0_higher,DenMISELogFirst,DenMISEMeanLog,Regret,AvgEpLen,IWMin,IWFirstEpisode,NumTrajectories,MountainCar_mu1_higher,ReturnAbsMax,TimestepsSoFar,Iteration,DenMISELogLast,ReturnLastEpisode,Regret/t,MinEpLen,ActionIn1,IWMean,MountainCar_std0_higher,ReturnMax,TimeElapsed,Bound,ReturnStepMax
1,-0.01636276,2,-0.01636276,1.5,1.6940084e-19,1.6940084e-19,0.060792707,-1.0,-2.8073854,-2.8073854,5.0163627,999.0,,1.6940084e-19,1,-10.0,0.01636276,999,1,-2.8073854,-0.01636276,5.0163627,999,-12.333846,1.6940084e-19,0.14999999,,0.5601837635040283,inf,0.16718078
4,-0.9893633,,-1.9623638,1.5,3958971200000000.0,3958971200000000.0,0.0060792705,-1.0,-3.5005326,-20.078888,11.978726,999.0,,3.3880248e-19,2,-10.0,1.9623638,1998,2,-36.65724,-1.9623638,5.989363,999,-8.811342,1979485600000000.0,0.14999999,,1.2426013946533203,inf,19.80091
4,-1.218376,,-1.9623638,1.5,7.06194e+23,7.06194e+23,0.0027018983,-1.0,-3.9059978,-32.21207,18.655128,999.0,,5.082033e-19,3,-10.0,1.9623638,2997,3,-56.360653,-1.6764015,6.218376,999,-11.008358,2.3539798e+23,0.14999999,,1.7861754894256592,inf,19.80091
4,-1.3592125,,-1.9623638,1.5,9.415951e+23,0.13829711,0.0015198176,-1.0,-4.19368,-23.871342,25.43685,999.0,,6.77604e-19,4,-10.0,1.9623638,3996,4,1.6084275,-1.781722,6.3592124,999,-11.069101,2.3539878e+23,0.14999999,,2.343587875366211,inf,19.80091
9,-1.518694,,-2.15662,1.5,1.17699054e+24,0.1252307,0.00048634165,-1.0,-4.4168234,-18.841463,32.59347,999.0,,8.4700586e-19,5,-10.0,2.15662,4995,5,1.5952641,-2.15662,6.518694,999,-11.55258,2.353981e+23,0.14999999,,2.846062421798706,inf,21.457941
9,-1.5907506,,-2.15662,1.5,1.4123914e+24,52.986214,0.0003377373,-1.0,-4.599145,-16.473799,39.544502,999.0,,1.0164051e-18,6,-10.0,2.15662,5994,6,-4.3932977,-1.9510332,6.5907507,999,-9.497904,2.3539856e+23,0.14999999,,3.3655753135681152,inf,21.457941
9,-1.7317011,,-2.5774052,1.5,1.6477857e+24,9.612842e+23,0.00024813347,-1.0,-4.7532954,-22.320797,47.12191,999.0,,1.1858074e-18,7,-10.0,2.5774052,6993,7,-57.207184,-2.5774052,6.731701,999,-10.561592,3.727243e+23,0.14999999,,3.8228368759155273,inf,25.880108
9,-1.7747946,,-2.5774052,1.5,1.8831875e+24,29.476955,0.0001899772,-1.0,-4.886827,-20.055058,54.198357,999.0,,1.3552061e-18,8,-10.0,2.5774052,7992,8,-3.8768828,-2.0764484,6.7747946,999,-10.614088,3.727067e+23,0.14999999,,4.256078481674194,inf,25.880108
9,-1.7455484,,-2.5774052,1.5,2.118585e+24,0.54342806,0.00015010545,-1.0,-5.00461,-17.864277,60.709934,999.0,,1.5246062e-18,9,-10.0,2.5774052,8991,9,-0.063543014,-1.5115782,6.7455482,999,-9.427367,3.7268923e+23,0.14999999,,4.681529760360718,inf,25.880108
16,-1.7590199,,-2.5774052,1.5,2.3539867e+24,5.188903e+22,7.152084e-05,-1.0,-5.1099706,-21.42202,67.590195,999.0,,1.6940093e-18,10,-10.0,2.5774052,9990,10,-53.200306,-1.880263,6.75902,999,-12.000659,3.7786087e+23,0.14999999,,5.132997274398804,inf,25.880108
16,-1.7734548,,-2.5774052,1.5,2.5893856e+24,373449250.0,5.9108123e-05,-1.0,-5.205281,-21.34029,74.508,999.0,,1.8634102e-18,11,-10.0,2.5774052,10989,11,-20.306267,-1.9178051,6.7734547,999,-12.529701,3.7733017e+23,0.14999999,,5.843170404434204,inf,25.880108
16,-1.7432404,,-2.5774052,1.5,2.8247787e+24,2.701795e+24,4.966725e-05,-1.0,-5.292292,-24.387804,80.918884,999.0,,2.032815e-18,12,-10.0,2.5774052,11988,12,-57.71489,-1.4108815,6.7432404,999,-15.076921,6.020411e+23,0.14999999,,6.399744987487793,inf,25.880108
16,-1.793555,,-2.5774052,1.5,3.0601802e+24,1.5935885e+23,4.232002e-05,-1.0,-5.372335,-26.980225,88.316216,999.0,,2.2022102e-18,13,-10.0,2.5774052,12987,13,-57.826992,-2.3973305,6.7935553,999,-9.071318,6.13287e+23,0.14999999,,6.830021142959595,inf,25.880108
16,-1.8400258,,-2.5774052,1.5,3.295579e+24,1.9007035e+24,3.649022e-05,-1.0,-5.4464426,-29.211775,95.76036,999.0,,2.3716114e-18,14,-10.0,2.5774052,13986,14,-57.9011,-2.4441447,6.840026,999,-12.666137,7.480962e+23,0.14999999,,7.240648031234741,inf,25.880108
16,-1.8917918,,-2.616518,1.5,3.530977e+24,6.836769e+18,3.178704e-05,-1.0,-5.5154357,-30.31002,103.37688,999.0,,2.5410116e-18,15,-10.0,2.616518,14985,15,-45.314754,-2.616518,6.891792,999,-10.411745,7.471869e+23,0.14999999,,7.6564412117004395,inf,26.36336
16,-1.9047251,,-2.616518,1.5,3.7663697e+24,1359.6946,2.7937827e-05,-1.0,-5.579974,-28.922014,110.4756,999.0,,2.7104186e-18,16,-10.0,2.616518,15984,16,-7.757219,-2.0987248,6.904725,999,-11.159605,7.463142e+23,0.14999999,,8.07469129562378,inf,26.36336
25,-1.9354548,,-2.616518,1.5,4.0017773e+24,0.10643427,1.6181184e-05,-1.0,-5.640599,-27.165361,117.90273,999.0,,2.8798157e-18,17,-10.0,2.616518,16983,17,1.2632029,-2.427128,6.935455,999,-12.637449,7.454739e+23,0.14999999,,8.485817432403564,inf,26.36336
25,-1.9708108,,-2.616518,1.5,4.237164e+24,2.8593652e+18,1.4433218e-05,-1.0,-5.6977572,-28.133411,125.474594,999.0,,3.0492198e-18,18,-10.0,2.616518,17982,18,-44.287956,-2.5718622,6.970811,999,-11.118831,7.446575e+23,0.14999999,,9.160359859466553,inf,26.36336
25,-1.9863211,,-2.616518,1.5,4.4725725e+24,0.10563654,1.2953912e-05,-1.0,-5.7518244,-26.58581,132.7401,999.0,,3.2186158e-18,19,-10.0,2.616518,18981,19,1.5557702,-2.2655072,6.986321,999,-10.4307165,7.438667e+23,0.14999999,,9.596120834350586,inf,26.36336
25,-2.003942,,-2.616518,1.5,4.7079668e+24,5327.6606,1.1690906e-05,-1.0,-5.8031178,-25.741268,140.07884,999.0,,3.3880137e-18,20,-10.0,2.616518,19980,20,-9.425864,-2.338743,7.003942,999,-10.836445,7.4309286e+23,0.14999999,,10.041950941085815,inf,26.36336
25,-1.985169,,-2.616518,1.5,4.943364e+24,0.11759361,1.0603995e-05,-1.0,-5.8519077,-24.451166,146.68855,999.0,,3.557414e-18,21,-10.0,2.616518,20979,21,1.6058834,-1.6097074,6.985169,999,-10.21519,7.42337e+23,0.14999999,,10.481086730957031,inf,26.36336
25,-1.978217,,-2.616518,1.5,5.178764e+24,45760.406,9.661905e-06,-1.0,-5.898428,-23.860527,153.52078,999.0,,3.7268296e-18,22,-10.0,2.616518,21978,22,-11.214617,-1.8322232,6.978217,999,-11.653087,7.415959e+23,0.14999999,,10.917512893676758,inf,26.36336
25,-1.9860018,,-2.616518,1.5,5.4141667e+24,108.89368,8.840006e-06,-1.0,-5.9428797,-23.063206,160.67804,999.0,,3.8962196e-18,23,-10.0,2.616518,22977,23,-5.291164,-2.157271,6.986002,999,-11.799674,7.408689e+23,0.14999999,,11.358244895935059,inf,26.36336
25,-1.9871536,,-2.616518,1.5,5.649571e+24,29646.691,8.118685e-06,-1.0,-5.9854393,-22.561989,167.69168,999.0,,4.065624e-18,24,-10.0,2.616518,23976,24,-10.813533,-2.0136478,6.9871535,999,-11.854681,7.40154e+23,0.14999999,,11.80063772201538,inf,26.36336
25,-2.0098486,,-2.616518,1.5,5.8849645e+24,917.93744,7.4821796e-06,-1.0,-6.0262613,-21.998343,175.24622,999.0,,4.2350212e-18,25,-10.0,2.616518,24975,25,-8.259852,-2.5545259,7.0098486,999,-7.039444,7.394492e+23,0.14999999,,12.2335844039917,inf,26.36336
36,-1.9833105,,-2.616518,1.5,6.120352e+24,3.3171706e+23,4.861083e-06,-1.0,-6.065482,-23.410805,181.56607,999.0,,4.404431e-18,26,-10.0,2.616518,25974,26,-58.520138,-1.3198568,6.9833107,999,-10.427804,7.515122e+23,0.14999999,,12.67314887046814,inf,26.36336
36,-1.968398,,-2.616518,1.5,6.3557646e+24,10.837835,4.507671e-06,-1.0,-6.1032224,-22.665632,188.14674,999.0,,4.573825e-18,27,-10.0,2.616518,26973,27,-3.0577493,-1.5806718,6.968398,999,-10.467114,7.508287e+23,0.14999999,,13.672114849090576,inf,26.36336
36,-1.9644803,,-2.616518,1.5,6.591149e+24,35.671047,4.191444e-06,-1.0,-6.13959,-22.00653,195.00545,999.0,,4.743234e-18,28,-10.0,2.616518,27972,28,-3.9864705,-1.8587003,6.9644804,999,-11.233729,7.501518e+23,0.14999999,,14.136331558227539,inf,26.36336
36,-1.9822545,,-2.616518,1.5,6.8265474e+24,0.10918728,3.9073634e-06,-1.0,-6.174681,-21.216877,202.48538,999.0,,4.9126356e-18,29,-10.0,2.616518,28971,29,1.1095312,-2.479938,6.9822545,999,-13.713,7.494832e+23,0.14999999,,14.589712381362915,inf,26.36336
36,-1.997312,,-2.616518,1.5,7.0619434e+24,2.597617e+24,3.6512142e-06,-1.0,-6.208583,-22.472038,209.91936,999.0,,5.082035e-18,30,-10.0,2.616518,29970,30,-58.66324,-2.433975,6.997312,999,-11.411412,8.354095e+23,0.14999999,,15.045967102050781,inf,26.36336
36,-2.0155642,,-2.616518,1.5,7.297351e+24,0.26120317,3.419451e-06,-1.0,-6.2413726,-21.753336,217.48248,999.0,,5.251423e-18,31,-10.0,2.616518,30969,31,0.042898882,-2.5631347,7.015564,999,-11.925203,8.347567e+23,0.14999999,,15.520641326904297,inf,26.36336
36,-2.0200615,,-2.616518,1.5,7.5327573e+24,509018.53,3.2090745e-06,-1.0,-6.2731214,-21.512371,224.64197,999.0,,5.4208297e-18,32,-10.0,2.616518,31968,32,-13.815169,-2.1594715,7.0200615,999,-12.087051,8.341093e+23,0.14999999,,15.97385287284851,inf,26.36336
36,-2.0473824,,-2.9216533,1.5,7.7681384e+24,58300.156,3.017532e-06,-1.0,-6.303893,-21.279406,232.56361,999.0,,5.5902388e-18,33,-10.0,2.9216533,32967,33,-13.604535,-2.9216533,7.0473824,999,-12.309204,8.334677e+23,0.14999999,,16.442951440811157,inf,29.309286
36,-2.0631917,,-2.9216533,1.5,8.003543e+24,31279933000.0,2.8426405e-06,-1.0,-6.333746,-21.418259,240.14851,999.0,,5.759645e-18,34,-10.0,2.9216533,33966,34,-25.787262,-2.5849,7.0631914,999,-12.164582,8.328332e+23,0.14999999,,16.905864477157593,inf,29.309286
36,-2.0411844,,-2.9216533,1.5,8.238944e+24,4.4853344e+16,2.6825242e-06,-1.0,-6.3627334,-21.953255,246.44145,999.0,,5.929026e-18,35,-10.0,2.9216533,34965,35,-39.936363,-1.2929354,7.0411844,999,-11.391451,8.322042e+23,0.14999999,,17.3761203289032,inf,29.309286
36,-2.0307837,,-2.9216533,1.5,8.4743483e+24,13.835982,2.5355653e-06,-1.0,-6.3909044,-21.43699,253.10822,999.0,,6.0984304e-18,36,-10.0,2.9216533,35964,36,-3.1672628,-1.666762,7.0307837,999,-12.582559,8.3158016e+23,0.14999999,,17.844584703445435,inf,29.309286
49,-2.0113645,,-2.9216533,1.5,8.709731e+24,6.332169e+24,1.7762662e-06,-1.0,-6.4183035,-22.454039,259.42047,999.0,,6.267844e-18,37,-10.0,2.9216533,36963,37,-58.87284,-1.3122678,7.0113645,999,-12.710035,1.0021006e+24,0.14999999,,18.32472848892212,inf,29.309286
49,-2.01732,,-2.9216533,1.5,8.945132e+24,1.502473e+23,1.6840087e-06,-1.0,-6.4449716,-23.305487,266.65814,999.0,,6.437247e-18,38,-10.0,2.9216533,37962,38,-54.59228,-2.2376783,7.0173197,999,-11.455833,1.0054405e+24,0.14999999,,19.89658546447754,inf,29.309286
49,-2.0162654,,-2.9216533,1.5,9.180554e+24,5.384823,1.5987564e-06,-1.0,-6.4709473,-22.76697,273.63434,999.0,,6.6066403e-18,39,-10.0,2.9216533,38961,39,-2.091941,-1.9761971,7.0162654,999,-11.099652,1.0047301e+24,0.14999999,,20.384664058685303,inf,29.309286
49,-1.9998903,,-2.9216533,1.5,9.4159203e+24,0.582752,1.5198176e-06,-1.0,-6.496265,-22.216806,279.9956,999.0,,6.7760435e-18,40,-10.0,2.9216533,39960,40,-0.55468357,-1.3612571,6.9998903,999,-11.759758,1.00402674e+24,0.14999999,,20.867525339126587,inf,29.309286
49,-1.9892364,,-2.9216533,1.5,9.6513175e+24,1766856.0,1.4465845e-06,-1.0,-6.5209575,-22.049839,286.5587,999.0,,6.945444e-18,41,-10.0,2.9216533,40959,41,-15.1707,-1.5630785,6.9892364,999,-9.261305,1.0033336e+24,0.14999999,,21.389976024627686,inf,29.309286
49,-1.9682043,,-2.9216533,1.5,9.886715e+24,6.205984e+19,1.3785193e-06,-1.0,-6.545055,-22.671196,292.66458,999.0,,7.114844e-18,42,-10.0,2.9216533,41958,42,-47.95136,-1.1058869,6.9682045,999,-12.491995,1.00265145e+24,0.14999999,,21.883943557739258,inf,29.309286
49,-1.9566244,,-2.9216533,1.5,1.0122137e+25,9.8812045e+23,1.3151479e-06,-1.0,-6.5685854,-23.46311,299.13486,999.0,,7.284235e-18,43,-10.0,2.9216533,42957,43,-56.5328,-1.4702677,6.9566245,999,-12.520832,1.02495695e+24,0.14999999,,22.377480030059814,inf,29.309286
49,-1.9663944,,-2.9216533,1.5,1.0357512e+25,3.9523943e+16,1.2560477e-06,-1.0,-6.591575,-23.833435,306.52136,999.0,,7.453648e-18,44,-10.0,2.9216533,43956,44,-39.569443,-2.386504,6.9663944,999,-9.867755,1.023797e+24,0.14999999,,22.864282846450806,inf,29.309286
49,-1.9636946,,-2.9216533,1.5,1.0592946e+25,65772126000.0,1.2008437e-06,-1.0,-6.614048,-23.875431,313.36627,999.0,,7.623046e-18,45,-10.0,2.9216533,44955,45,-25.539701,-1.8448987,6.9636946,999,-12.050718,1.0226678e+24,0.14999999,,23.35632610321045,inf,29.309286
49,-1.9655405,,-2.9216533,1.5,1.0828318e+25,548626600.0,1.1492007e-06,-1.0,-6.636027,-23.811035,320.41486,999.0,,7.7924574e-18,46,-10.0,2.9216533,45954,46,-20.733885,-2.0486128,6.9655404,999,-11.126299,1.02156325e+24,0.14999999,,23.84590435028076,inf,29.309286
49,-1.95255,,-2.9216533,1.5,1.1063729e+25,0.9264058,1.1008185e-06,-1.0,-6.657533,-23.331478,326.76984,999.0,,7.961837e-18,47,-10.0,2.9216533,46953,47,-1.0964806,-1.3549846,6.95255,999,-10.582005,1.0204847e+24,0.14999999,,24.346306562423706,inf,29.309286
49,-1.9716152,,-2.9216533,1.5,1.1299125e+25,8190.864,1.055429e-06,-1.0,-6.6785865,-23.087524,334.6375,999.0,,8.131237e-18,48,-10.0,2.9216533,47952,48,-11.450371,-2.8676817,6.9716153,999,-9.893068,1.01943e+24,0.14999999,,24.868208646774292,inf,29.309286
49,-1.9710673,,-2.9216533,1.5,1.1534514e+25,132501710000.0,1.0127897e-06,-1.0,-6.699206,-23.155405,341.5823,999.0,,8.300662e-18,49,-10.0,2.9216533,48951,49,-26.245874,-1.9447699,6.9710674,999,-12.181524,1.0183968e+24,0.14999999,,25.37283682823181,inf,29.309286
64,-1.960701,,-2.9216533,1.5,1.1769912e+25,4812683000000000.0,7.48218e-07,-1.0,-6.7194085,-23.44111,348.03503,999.0,,8.470063e-18,50,-10.0,2.9216533,49950,50,-37.276512,-1.452746,6.960701,999,-10.756307,1.0173864e+24,0.14999999,,25.863652229309082,inf,29.309286
64,-1.9743075,,-2.9216533,1.5,1.2005304e+25,16.700478,7.1916367e-07,-1.0,-6.739211,-23.072256,355.6897,999.0,,8.63946e-18,51,-10.0,2.9216533,50949,51,-4.4687157,-2.6546376,6.9743075,999,-10.997198,1.01639535e+24,0.14999999,,28.258553743362427,inf,29.309286
64,-1.9698898,,-2.9216533,1.5,1.2240732e+25,0.10603137,6.9176957e-07,-1.0,-6.7586293,-22.595966,362.43427,999.0,,8.80885e-18,52,-10.0,2.9216533,51948,52,1.8524334,-1.7445883,6.9698896,999,-13.011893,1.01542495e+24,0.14999999,,28.804612159729004,inf,29.309286
64,-1.9702126,,-2.9216533,1.5,1.5385623e+25,1.5385623e+25,6.6591133e-07,-1.0,-6.7776775,-23.29013,369.42126,999.0,,8.978272e-18,53,-10.0,2.9216533,52947,53,-59.232334,-1.9869919,6.9702125,999,-10.360857,1.3047652e+24,0.14999999,,29.341820001602173,inf,29.309286
64,-1.9762907,,-2.9216533,1.5,1.5675916e+25,50893.332,6.414763e-07,-1.0,-6.7963696,-23.078844,376.7197,999.0,,9.147672e-18,54,-10.0,2.9216533,53946,54,-11.710188,-2.2984278,6.9762907,999,-11.405129,1.3038294e+24,0.14999999,,29.862176179885864,inf,29.309286
64,-1.9677063,,-2.9216533,1.5,1.5966203e+25,40.71997,6.18362e-07,-1.0,-6.8147187,-22.74256,383.22385,999.0,,9.31707e-18,55,-10.0,2.9216533,54945,55,-4.41615,-1.504153,6.967706,999,-11.420644,1.3029101e+24,0.14999999,,30.383907794952393,inf,29.309286
64,-1.9737966,,-2.9216533,1.5,1.6256533e+25,0.63471913,5.964747e-07,-1.0,-6.832737,-22.344706,390.5326,999.0,,9.486455e-18,56,-10.0,2.9216533,55944,56,-0.29869413,-2.3087652,6.973797,999,-8.860321,1.302009e+24,0.14999999,,30.900134563446045,inf,29.309286
64,-1.9809773,,-2.9216533,1.5,1.6546776e+25,7.777923e+24,5.757294e-07,-1.0,-6.8504367,-22.995958,397.9157,999.0,,9.655861e-18,57,-10.0,2.9216533,56943,57,-59.30509,-2.3830981,6.980977,999,-9.534457,1.4375732e+24,0.14999999,,31.44295048713684,inf,29.309286
64,-1.9806024,,-2.9216533,1.5,1.6837125e+25,8.343517e+19,5.560479e-07,-1.0,-6.8678284,-23.407812,404.87494,999.0,,9.825257e-18,58,-10.0,2.9216533,57942,58,-46.70757,-1.9592308,6.9806023,999,-10.05676,1.4367046e+24,0.14999999,,31.973400592803955,inf,29.309286
64,-1.9848439,,-2.9216533,1.5,1.7127408e+25,4200286700.0,5.373585e-07,-1.0,-6.884923,-23.404242,412.10577,999.0,,9.9946505e-18,59,-10.0,2.9216533,58941,59,-23.024565,-2.2308571,6.9848437,999,-10.167364,1.4358454e+24,0.14999999,,32.49667954444885,inf,29.309286
64,-1.9747367,,-2.9216533,1.5,1.741771e+25,1121.1283,5.1959586e-07,-1.0,-6.90173,-23.153664,418.4842,999.0,,1.0164056e-17,60,-10.0,2.9216533,59940,60,-8.199926,-1.3784059,6.9747367,999,-11.448158,1.4349996e+24,0.14999999,,33.01937389373779,inf,29.309286
64,-1.9827716,,-2.9216533,1.5,1.7708002e+25,0.46830648,5.026995e-07,-1.0,-6.918259,-22.782743,425.94907,999.0,,1.03334545e-17,61,-10.0,2.9216533,60939,61,-0.36082375,-2.4648643,6.982772,999,-9.601253,1.4341666e+24,0.14999999,,33.57171297073364,inf,29.309286
64,-1.9865743,,-2.9216533,1.5,1.7998255e+25,4.830868e+20,4.8661417e-07,-1.0,-6.93452,-23.203957,433.1676,999.0,,1.0502871e-17,62,-10.0,2.9216533,61938,62,-48.733917,-2.2185426,6.986574,999,-12.369325,1.433352e+24,0.14999999,,34.1501247882843,inf,29.309286
64,-1.9955893,,-2.9216533,1.5,1.8288592e+25,602271300000.0,4.7128867e-07,-1.0,-6.95052,-23.294966,440.7221,999.0,,1.0672256e-17,63,-10.0,2.9216533,62937,63,-28.776468,-2.5545204,6.9955893,999,-11.640174,1.4325452e+24,0.14999999,,34.67026162147522,inf,29.309286
64,-2.0123334,,-3.067201,1.5,1.8578863e+25,0.6044271,4.56676e-07,-1.0,-6.9662685,-22.975159,448.78934,999.0,,1.0841685e-17,64,-10.0,3.067201,63936,64,-2.6685882,-3.067201,7.0123334,999,-8.808953,1.431747e+24,0.14999999,,35.2067506313324,inf,30.85928
81,-1.9988137,,-3.067201,1.5,1.8869134e+25,3.9744087e+24,3.5094652e-07,-1.0,-6.981773,-23.538502,454.9229,999.0,,1.1011073e-17,65,-10.0,3.067201,64935,65,-59.436428,-1.1335671,6.9988136,999,-11.70896,1.4921044e+24,0.14999999,,35.75255990028381,inf,30.85928
81,-2.0055315,,-3.067201,1.5,1.9159481e+25,58.865906,3.4039232e-07,-1.0,-6.9970403,-23.26225,462.36508,999.0,,1.1180462e-17,66,-10.0,3.067201,65934,66,-5.136909,-2.4421937,7.0055313,999,-9.42399,1.4913316e+24,0.14999999,,39.6024489402771,inf,30.85928
81,-2.0023723,,-3.067201,1.5,1.944977e+25,9.762462e+21,3.3030722e-07,-1.0,-7.0120783,-23.686604,469.15894,999.0,,1.1349859e-17,67,-10.0,3.067201,66933,67,-51.527546,-1.793847,7.0023723,999,-10.553053,1.4907112e+24,0.14999999,,40.18636918067932,inf,30.85928
81,-1.997817,,-3.067201,1.5,1.9740013e+25,2.8052387,3.206637e-07,-1.0,-7.026893,-23.362555,475.85156,999.0,,1.1519274e-17,68,-10.0,3.067201,67932,68,-1.4873428,-1.692618,6.997817,999,-9.512533,1.4899512e+24,0.14999999,,40.75119733810425,inf,30.85928
81,-2.0077984,,-3.067201,1.5,2.003031e+25,6.6803777e+24,3.1143645e-07,-1.0,-7.041492,-23.888548,483.5381,999.0,,1.1688676e-17,69,-10.0,3.067201,68931,69,-59.494633,-2.6865394,7.007798,999,-10.22232,1.5860206e+24,0.14999999,,41.31176733970642,inf,30.85928
81,-2.0172188,,-3.067201,1.5,2.0320608e+25,840212800.0,3.0260182e-07,-1.0,-7.0558805,-23.870028,491.20532,999.0,,1.185808e-17,70,-10.0,3.067201,69930,70,-22.418612,-2.6672223,7.0172186,999,-11.317743,1.5852808e+24,0.14999999,,41.88328456878662,inf,30.85928
81,-2.0042593,,-3.067201,1.5,2.0610948e+25,173.35535,2.9413786e-07,-1.0,-7.0700655,-23.63659,497.30243,999.0,,1.2027462e-17,71,-10.0,3.067201,70929,71,-7.1248217,-1.0970955,7.004259,999,-10.350649,1.5845507e+24,0.14999999,,42.489506483078,inf,30.85928
81,-2.001615,,-3.067201,1.5,2.0901212e+25,670.0487,2.8602412e-07,-1.0,-7.0840516,-23.407156,504.11627,999.0,,1.2196891e-17,72,-10.0,3.067201,71928,72,-6.9488735,-1.8138735,7.001615,999,-13.847017,1.5838269e+24,0.14999999,,43.08990478515625,inf,30.85928
81,-1.9943998,,-3.067201,1.5,2.119152e+25,4.4964538e+24,2.7824152e-07,-1.0,-7.097845,-23.904575,510.5912,999.0,,1.2366299e-17,73,-10.0,3.067201,72927,73,-59.5525,-1.4748943,6.9944,999,-9.315624,1.6447081e+24,0.14999999,,43.69404983520508,inf,30.85928
81,-1.9920803,,-3.067201,1.5,2.1481845e+25,1.6042519e+25,2.707723e-07,-1.0,-7.1114507,-24.381342,517.41394,999.0,,1.253567e-17,74,-10.0,3.067201,73926,74,-59.007736,-1.822767,6.99208,999,-11.573231,1.8607937e+24,0.14999999,,44.3343722820282,inf,30.85928
81,-1.9877906,,-3.067201,1.5,2.1772076e+25,820.74286,2.6359982e-07,-1.0,-7.1248736,-24.155296,524.0843,999.0,,1.2705082e-17,75,-10.0,3.067201,74925,75,-7.2451606,-1.6703426,6.9877906,999,-12.312995,1.8588282e+24,0.14999999,,44.94616937637329,inf,30.85928
81,-1.9918237,,-3.067201,1.5,2.206244e+25,1925519100000.0,2.5670863e-07,-1.0,-7.1381187,-24.225904,531.3786,999.0,,1.2874476e-17,76,-10.0,3.067201,75924,76,-29.340887,-2.2942975,6.9918237,999,-14.377519,1.8568926e+24,0.14999999,,45.54994773864746,inf,30.85928
81,-1.9837809,,-3.067201,1.5,2.2352671e+25,1.7356415e+24,2.5008418e-07,-1.0,-7.1511908,-24.687693,537.7511,999.0,,1.3043888e-17,77,-10.0,3.067201,76923,77,-59.605846,-1.3725284,6.983781,999,-10.213166,1.8775141e+24,0.14999999,,46.17688798904419,inf,30.85928
81,-1.9758939,,-3.067201,1.5,2.2643005e+25,482.5009,2.4371286e-07,-1.0,-7.1640944,-24.466244,544.11975,999.0,,1.32132615e-17,78,-10.0,3.067201,77922,78,-7.2260485,-1.3686186,6.975894,999,-11.771013,1.8756198e+24,0.14999999,,46.78624773025513,inf,30.85928
81,-1.9777616,,-3.067201,1.5,2.293326e+25,5293.6416,2.3758197e-07,-1.0,-7.176833,-24.274519,551.24316,999.0,,1.33826904e-17,79,-10.0,3.067201,78921,79,-9.133848,-2.1234426,6.9777617,999,-7.595904,1.873743e+24,0.14999999,,47.403725385665894,inf,30.85928
81,-1.9836342,,-3.067201,1.5,2.3223602e+25,1.7412519e+24,2.3167952e-07,-1.0,-7.189412,-24.718933,558.69073,999.0,,1.3552068e-17,80,-10.0,3.067201,79920,80,-59.64407,-2.4475567,6.983634,999,-9.2764015,1.8936563e+24,0.14999999,,48.03783106803894,inf,30.85928
81,-1.9813105,,-3.067201,1.5,2.7569872e+25,2.7569872e+25,2.2599437e-07,-1.0,-7.2018347,-25.15171,565.48615,999.0,,1.3721495e-17,81,-10.0,3.067201,80919,81,-59.58003,-1.7954164,6.9813104,999,-12.538041,2.2321895e+24,0.14999999,,48.638651847839355,inf,30.85928
100,-1.9759369,,-3.067201,1.5,2.7884645e+25,1.3032876e+25,1.7903274e-07,-1.0,-7.2141047,-25.568842,572.02686,999.0,,1.3890869e-17,82,-10.0,3.067201,81918,82,-59.153526,-1.5406768,6.975937,999,-10.279806,2.3890025e+24,0.14999999,,49.26299047470093,inf,30.85928
100,-1.9753639,,-3.067201,1.5,2.8198708e+25,16546.283,1.7474466e-07,-1.0,-7.226226,-25.386042,578.9552,999.0,,1.4060294e-17,83,-10.0,3.067201,82917,83,-10.1889925,-1.9283603,6.9753637,999,-10.159831,2.386106e+24,0.14999999,,55.30994391441345,inf,30.85928
100,-1.969532,,-3.067201,1.5,2.8512281e+25,7119.6445,1.7060884e-07,-1.0,-7.238202,-25.20166,585.4407,999.0,,1.4229669e-17,84,-10.0,3.067201,83916,84,-9.693091,-1.485503,6.969532,999,-9.216753,2.3832421e+24,0.14999999,,55.98818826675415,inf,30.85928
100,-1.9674575,,-3.067201,1.5,2.9694828e+25,2.9694828e+25,1.6661815e-07,-1.0,-7.2500367,-25.609943,592.2339,999.0,,1.4399107e-17,85,-10.0,3.067201,84915,85,-59.703274,-1.7931968,6.967458,999,-14.178253,2.729753e+24,0.14999999,,56.672085762023926,inf,30.85928
100,-1.967412,,-3.067201,1.5,3.00436e+25,6.568534e+24,1.6276583e-07,-1.0,-7.2617326,-26.008991,599.19745,999.0,,1.4568505e-17,86,-10.0,3.067201,85914,86,-59.71639,-1.9635512,6.967412,999,-11.744583,2.8033108e+24,0.14999999,,57.36173748970032,inf,30.85928
100,-1.962307,,-3.067201,1.5,3.0392413e+25,1725941.6,1.5904558e-07,-1.0,-7.2732935,-25.887577,605.7207,999.0,,1.4737872e-17,87,-10.0,3.067201,86913,87,-15.225325,-1.5232713,6.962307,999,-13.431113,2.800518e+24,0.14999999,,58.1465802192688,inf,30.85928
