,ReturnLastEpisode,IWMax,LQGsigma,IWLastEpisode,DenMISEMeanLog,IWMin,IWNorm2,ReturnMax,TimestepsSoFar,LQGmu1,MISE,IWFirstEpisode,DenMISELogLast,TimeElapsed,DenMISELogFirst,IWMean,Iteration,ReturnAbsMax,target_sum_log_mean,IWNorm1,ReturnStepMax,SqrtESSClassic,URet,ReturnMean,ReturnMin,LQGmu01,Bound
0,15.058442000000001,1.2095755,0.11,1.2095755,18.60218,,1.2095755,15.058442000000001,20,-0.105,18.214323,1.2095755,18.60218,0.466362476348877,18.60218,1.2095755,1,15.058442000000001,18.79245,1.2095755,0.9625284,1.0,16.687925283112616,15.058442000000001,,-0.01,19.727753
1,15.865079000000001,1.1259376,0.11,1.1259376,19.941689999999998,,1.4474382,15.865079000000001,40,-0.116,15.779998999999998,0.90958345,21.181547,17.996015071868893,18.701833999999998,1.0177604999999998,2,15.865079000000001,19.953613,2.0355209999999997,0.9965108,1.4062921999999998,17.565936350579985,15.4617605,,-0.012,16.913832
2,16.039953,1.3723192e-14,0.11,6.199745e-16,20.514479,,1.7321336999999998e-10,16.039953,60,-0.234,7.588802e-14,1.2017354e-20,21.64953,18.736143589019772,18.671232,4.7810593e-15,3,16.039953,-17.087015,3.0001435e-10,0.99854946,1.7320506999999998,17.759177516373796,15.654491,,-0.024,0.93073255
3,16.793869,4.949276,0.11,4.949276,18.600251999999998,,4.949276,16.793869,80,-0.219,20.779373,1.7586191000000001e-16,13.720623000000002,19.3301260471344,18.383549,1.237319,4,16.793869,-3.3384495000000003,4.949276,0.99972713,1.0,18.562958768668626,15.939335999999999,,-0.022,22.46722
4,16.69448,2.7587907000000005,0.11,2.6095405,17.473175,,3.79745,16.793869,100,-0.219,17.979136999999998,1.4714566e-16,13.052159,20.126676082611088,18.160406,1.0736662000000001,5,16.793869,-0.064014055,5.3683309999999995,0.99972713,1.4136673,18.451860674531407,16.090366,,-0.022,19.173085999999998
5,16.771244,2.0571747,0.11,0.7613144000000001,17.29703,,2.7814631000000003,16.793869,120,-0.21,12.644653,4.7401417e-14,16.468567,21.303312063217163,17.978085,0.75479054,6,16.793869,4.8749633,4.5287432999999995,0.9998004,1.6281874,18.537032819851913,16.203844,,-0.021,13.681295
6,16.682125,4.0090165,0.11,1.1666546999999998,17.469116,,4.539105,16.793869,140,-0.243,18.387235999999998,9.883348000000002e-23,18.761478,22.501800060272217,17.823933,1.0979059,7,16.793869,0.044636864000000005,7.685341,0.9998004,1.6931401000000001,18.444030676377718,16.272170000000003,,-0.025,19.38411
7,16.701061,1.9560685000000002,0.11,1.6743526000000002,17.016417999999998,,3.8808198,16.793869,160,-0.23,18.10162,3.9836563e-19,13.845676000000001,23.553508281707764,17.690403,1.0820374,8,16.793869,4.38966,8.6563,0.9998004,2.2305338,18.45960577690953,16.325782999999998,,-0.023,18.858320000000003
8,16.701948,,0.11,,17.301737,,3e-10,16.793869,180,-0.843,,,19.547439999999998,24.58644461631775,17.572618,,9,16.793869,-200.94427,8.999999599999999e-10,0.99989086,3.0,18.46320520577814,16.367577,,-0.122,0.56261575
9,17.16452,13.504791,0.11,13.504791,16.73312,,13.504791,17.16452,200,-0.828,23.180326,,12.563813,25.66470956802368,17.467257999999998,1.3504791,10,17.16452,-173.332,13.504791,0.9999676,1.0,18.944775161696487,16.447271,,-0.118,24.905426000000002
10,17.10341,9.394521000000001,0.11,5.5415993,16.604397,,10.907169,17.16452,220,-0.785,23.275698000000002,,15.415639,27.10169649124145,17.371948,1.3578291,11,17.16452,-141.19965,14.93612,0.9999676,1.3693856000000002,18.882861153681212,16.506922,,-0.106,24.53546
11,17.188007,13.513371,0.11,13.513371,16.564562,,15.034621,17.188007,240,-0.768,32.37637,,16.058163,28.78605532646179,17.284937,1.8857616000000001,12,17.188007,-122.77856399999999,22.629139000000002,0.99997836,1.5051353,18.969944439613066,16.563679,,-0.101,33.52408
12,17.1882,9.743885,0.11,9.561017999999999,16.037533,,14.388243,17.1882,260,-0.751,33.83528,,9.278889999999999,30.70930600166321,17.204895,1.9698836,13,17.1882,-107.62,25.608486,0.99997836,1.7798203000000001,18.968302422808772,16.611720000000002,,-0.097,34.805873999999996
13,17.163452,4.099726,0.11,1.6281058000000002,16.185572,,7.363918300000001,17.1882,280,-0.772,19.431063,,17.530237,32.01575970649719,17.130786999999998,1.1319773000000002,14,17.1882,-104.11135,15.847682999999998,0.99997836,2.1520722,18.942619897360725,16.651129,,-0.102,20.233767999999998
14,17.133516,4.687775,0.11,2.1649432,16.264785999999997,,5.992847,17.1882,300,-0.841,13.115545999999998,,17.326262,32.971484184265144,17.061794,0.7649618,15,17.1882,-113.78908500000001,11.474426,0.99997836,1.9146869999999998,18.91369476654647,16.683287,,-0.122,14.017772
15,17.097792000000002,6.372818699999999e-25,0.11,5.9280653e-29,16.16955,,4e-10,17.1882,320,-1.0,6.812942e-25,,15.012907,34.221806049346924,16.997255,3.983382e-26,16,17.1882,-253.9608,1.6e-09,0.99997836,4.0,18.875703626220798,16.709194,,-0.403,0.43186978
16,16.681107,23.012814000000002,0.11,23.012814000000002,16.054472,,23.012814000000002,17.1882,340,-1.0,22.581129999999998,,15.183228,35.641544818878174,16.936629999999997,1.3536948999999998,17,17.1882,-245.23196000000002,23.012814000000002,0.99997836,1.0,18.400271746084336,16.707539999999998,,-0.423,24.308609
17,16.607198999999998,15.147426999999999,0.11,15.147426999999999,16.062687,,15.631092,17.1882,360,-0.999,17.55095,,16.318008,37.59082436561585,16.879473,1.0558739,18,17.1882,-214.83712999999997,19.00573,0.99997836,1.2158927,18.329083339710888,16.701967,,-0.378,18.971698999999997
18,16.702676999999998,21.421436,0.11,21.421436,16.018372,,23.146223000000003,17.1882,380,-0.999,27.93422,,15.389084,39.34469175338745,16.825405,1.6751438000000003,19,17.1882,-197.52641,31.827732,0.99997836,1.3750723999999999,18.429452640894553,16.702003,,-0.363,29.190502000000002
19,16.812466,6.4976519999999995,0.11,0.73730457,15.985739,,6.5444593,17.1882,400,-0.996,6.26492,,15.120892999999999,40.846654415130615,16.77411,0.37491667,20,17.1882,-164.18889,7.4983335,0.99999994,1.1457529,18.54480218282814,16.707527,,-0.298,7.7726440000000006
20,16.828287,16.797289000000003,0.11,16.797289000000003,15.857782,,18.958694,17.1882,420,-0.997,22.13038,,13.943816,42.40839695930482,16.72532,1.318669,21,17.1882,-159.15222,27.692047,0.99999994,1.4606516,18.565598137215574,16.713278,,-0.308,23.313057
21,16.92553,9.94035,0.11,3.378475,15.652334,,12.065298,17.1882,440,-0.998,18.108122,,11.278121,43.937559604644775,16.6788,1.080543,22,17.1882,-158.38643000000002,23.771946,0.99999994,1.9702741999999998,18.675117275698167,16.722925,,-0.33,18.984892000000002
22,16.871119,11.887775,0.11,0.29227220000000004,15.2392,,13.231254000000002,17.1882,460,-0.992,13.417242000000002,,6.1704392,45.42614102363586,16.63435,0.79436815,23,17.1882,-133.07536000000002,18.270468,0.99999994,1.3808569,18.61200738852812,16.729368,,-0.272,14.668262
23,16.941105,6.271632,0.11,0.021034079,15.224414000000001,,11.245003,17.1882,480,-0.999,17.07633,,15.196444,47.03936624526978,16.59179,1.0199818999999999,24,17.1882,-153.83403,24.479565,0.99999994,2.1769283,18.691984715744105,16.738192,,-0.363,17.869870000000002
24,16.666264,9.413425,0.11,0.04545389,15.300042999999999,,15.775225,17.1882,500,-0.995,20.840339999999998,,17.170360000000002,48.88393974304199,16.550968,1.2344875,25,17.1882,-127.13115,30.862188,0.99999994,1.9563707,18.394658229737846,16.735315,,-0.293,21.723341
